# SPDX-FileCopyrightText: Copyright © 2026 ReallyMe LLC. All rights reserved
# SPDX-License-Identifier: MIT OR Apache-2.0
# part	requirement_id
1	EAA-7.2.12-03
1	EAA-7.2.13-01
1	EAA-7.2.13-02
1	EAA-7.2.13-03
1	EAA-7.2.13-04
1	EAA-7.2.2.1-01
1	EAA-7.2.3-01
1	EAA-7.2.3-02
1	EAA-7.2.3-03
1	EAA-7.2.4.1-01
1	EAA-7.2.4.1-02
1	EAA-7.2.4.1-03
1	EAA-7.2.4.1-04
1	EAA-7.2.4.1-05
1	EAA-7.2.4.1-06
1	EAA-7.2.4.1-07
1	EAA-7.2.4.1-08
1	EAA-7.2.4.1-09
1	EAA-7.2.4.1-10
1	EAA-7.2.4.1-11
1	EAA-7.2.4.1-12
1	EAA-7.2.4.1-13
1	EAA-7.2.5-01
1	EAA-7.2.5-02
1	EAA-7.2.5-03
1	EAA-7.2.5-04
1	EAA-7.2.5-05
1	EAA-7.2.6.1-01
1	EAA-7.2.6.1-02
1	EAA-7.2.6.1-03
1	EAA-7.2.6.2-01
1	EAA-7.2.6.3-01
1	EAA-7.2.6.4-01
1	EAA-7.2.6.5-01
1	EAA-7.2.6.6-01
1	EAA-7.2.6.6-02
1	EAA-7.2.6.6-03
1	EAA-7.2.6.6-04
1	EAA-7.2.7-01
1	EAA-7.2.7-02
1	EAA-7.2.7-03
1	EAA-7.2.8.1-01
1	EAA-7.2.8.1-02
1	EAA-7.2.8.1-03
1	EAA-7.2.8.1-04
1	EAA-7.2.8.2-01
1	EAA-7.2.8.2-02
1	EAA-7.2.8.2-03
1	EAA-7.2.8.2-04
1	EAA-7.2.9.1-01
1	EAA-7.2.9.2-01
1	EAA-7.2.9.2-02
1	EAA-7.2.9.2-03
1	EAA-7.2.9.2-04
1	EAA-7.2.9.3-01
1	EAA-7.2.9.3-02
1	EAA-7.2.9.3-03
1	EAA-7.2.9.3-04
1	EAA-7.3-01
1	EAA-7.4-01
1	EAA-7.4-02
1	EAA-7.5-01
1	EAA-7.5-02
1	EAA-7.5-03
1	EAA-7.5-04
1	EAA-7.5-05
1	EAA-7.5-06
1	EAA-7.5-07
1	EAA-7.6.1-01
1	EAA-7.6.1-02
1	EAA-7.6.1-03
1	EAA-7.6.2-01
1	EAA-7.6.2-02
1	EAA-7.6.2-03
1	EAA-7.6.2-04
1	EAA-7.6.3-01
1	EAA-7.6.3-02
1	EAA-7.6.3-03
1	EAA-7.6.3-04
1	EAA-7.6.4.1-01
1	EAA-7.6.4.1-02
1	EAA-7.6.4.1-03
1	EAA-7.6.4.1-04
1	EAA-7.6.4.1-05
1	EAA-7.6.4.2-01
1	EAA-7.6.4.2-02
1	EAA-7.6.4.2-03
1	EAA-7.6.5.1-01
1	EAA-7.6.5.1-02
1	EAA-8.2.1.1-01
1	EAA-8.2.1.1-02
1	EAA-8.2.1.1-03
1	EAA-8.2.1.2-01
1	EAA-8.2.1.3-01
1	EAA-8.2.10.1-01
1	EAA-8.2.10.1-02
1	EAA-8.2.11-01
1	EAA-8.2.12-01
1	EAA-8.2.12-02
1	EAA-8.2.12-03
1	EAA-8.2.12-04
1	EAA-8.2.12-05
1	EAA-8.2.2.1-01
1	EAA-8.2.3-01
1	EAA-8.2.4.1-01
1	EAA-8.2.4.1-02
1	EAA-8.2.4.1-03
1	EAA-8.2.4.1-04
1	EAA-8.2.4.1-05
1	EAA-8.2.4.1-06
1	EAA-8.2.4.1-07
1	EAA-8.2.5.1-02
1	EAA-8.2.5.1-03
1	EAA-8.2.5.2-01
1	EAA-8.2.5.2-02
1	EAA-8.2.5.3-01
1	EAA-8.2.5.3-02
1	EAA-8.2.5.3-03
1	EAA-8.2.5.4-01
1	EAA-8.2.6-01
1	EAA-8.2.7.1-01
1	EAA-8.2.7.1-02
1	EAA-8.2.7.2-01
1	EAA-8.2.7.2-02
1	EAA-8.2.7.2-03
1	EAA-8.2.7.2-04
1	EAA-8.2.8.1-01
1	EAA-8.2.8.2-01
1	EAA-8.2.8.2-02
1	EAA-8.2.9-01
1	EAA-8.3.1-01
1	EAA-8.3.1-02
1	EAA-8.3.2-01
1	EAA-8.3.2-02
1	EAA-8.3.2-03
1	EAA-8.3.2-04
1	EAA-8.3.3-01
1	EAA-8.3.3-02
1	EAA-8.3.3-03
1	EAA-8.4.1-01
1	PuB-EAA-4.2.11.3-01
1	PuB-EAA-4.2.2.3-01
1	PuB-EAA-4.2.2.3-02
1	PuB-EAA-4.2.4.3-01
1	PuB-EAA-4.2.4.3-02
1	PuB-EAA-4.2.4.3-03
1	PuB-EAA-4.2.4.3-04
1	PuB-EAA-4.2.4.3-05
1	PuB-EAA-4.2.4.3-06
1	PuB-EAA-4.2.4.3-07
1	PuB-EAA-4.2.6.8-01
1	PuB-EAA-4.2.6.8-02
1	PuB-EAA-4.6.2-03
1	PuB-EAA-4.6.2-04
1	PuB-EAA-4.6.3-01
1	PuB-EAA-4.6.3-02
1	PuB-EAA-5.2.10.3-01
1	PuB-EAA-5.2.2.3-01
1	PuB-EAA-5.2.2.3-02
1	PuB-EAA-5.2.4.3-01
1	PuB-EAA-5.2.4.3-02
1	PuB-EAA-5.2.4.3-03
1	PuB-EAA-5.2.4.3-04
1	PuB-EAA-5.2.5.6-01
1	PuB-EAA-5.6.3-02
1	PuB-EAA-5.6.3-03
1	PuB-EAA-6.2.10.3-01
1	PuB-EAA-6.2.2.3-01
1	PuB-EAA-6.2.2.3-02
1	PuB-EAA-6.2.4.3-01
1	PuB-EAA-6.2.4.3-02
1	PuB-EAA-6.2.5.6-01
1	PuB-EAA-6.6.3-01
1	PuB-EAA-6.6.3-02
1	PuB-EAA-6.6.3-03
1	PuB-EAA-6.6.3-04
1	PuB-EAA-7.2.11.3-01
1	PuB-EAA-7.2.4.3-01
1	PuB-EAA-7.2.4.3-02
1	PuB-EAA-7.2.4.3-03
1	PuB-EAA-7.2.4.3-04
1	PuB-EAA-7.2.6.8-01
1	PuB-EAA-7.2.6.8-02
1	PuB-EAA-8.2.10.3-01
1	PuB-EAA-8.2.10.3-02
1	PuB-EAA-8.2.2.3-01
1	PuB-EAA-8.2.2.3-02
1	PuB-EAA-8.2.2.3-03
1	PuB-EAA-8.2.4.3-01
1	PuB-EAA-8.2.4.3-02
1	PuB-EAA-8.2.4.3-03
1	PuB-EAA-8.2.5.6-01
1	PuB-EAA-8.6.2-01
1	QEAA-4.2.11.2-01
1	QEAA-4.2.2.2-01
1	QEAA-4.2.2.2-02
1	QEAA-4.2.4.2-01
1	QEAA-4.2.4.2-02
1	QEAA-4.2.4.2-03
1	QEAA-4.2.4.2-04
1	QEAA-4.2.4.2-05
1	QEAA-4.2.4.2-06
1	QEAA-4.2.4.2-07
1	QEAA-4.2.4.2-08
1	QEAA-4.2.6.7-01
1	QEAA-4.2.6.7-02
1	QEAA-4.6.2-01
1	QEAA-4.6.2-02
1	QEAA-4.6.2-03
1	QEAA-4.6.2-04
1	QEAA-5.2.10.2-01
1	QEAA-5.2.2.2-01
1	QEAA-5.2.2.2-02
1	QEAA-5.2.4.2-01
1	QEAA-5.2.4.2-02
1	QEAA-5.2.4.2-03
1	QEAA-5.2.4.2-04
1	QEAA-5.2.5.5-01
1	QEAA-5.6.2-01
1	QEAA-5.6.2-02
1	QEAA-5.6.2-03
1	QEAA-6.2.10.2-01
1	QEAA-6.2.2.2-01
1	QEAA-6.2.2.2-02
1	QEAA-6.2.4.2-01
1	QEAA-6.2.4.2-02
1	QEAA-6.2.5.5-01
1	QEAA-6.6.2-01
1	QEAA-6.6.2-02
1	QEAA-6.6.2-03
1	QEAA-6.6.2-04
1	QEAA-7.2.11.2-01
1	QEAA-7.2.2.2-01
1	QEAA-7.2.4.2-01
1	QEAA-7.2.4.2-02
1	QEAA-7.2.4.2-03
1	QEAA-7.2.4.2-04
1	QEAA-7.2.6.7-01
1	QEAA-7.2.6.7-02
1	QEAA-7.6.4.4-01
1	QEAA-7.6.4.5-01
1	QEAA-8.2.10.2-01
1	QEAA-8.2.10.2-02
1	QEAA-8.2.2.2-01
1	QEAA-8.2.2.2-02
1	QEAA-8.2.2.2-03
1	QEAA-8.2.4.2-01
1	QEAA-8.2.4.2-02
1	QEAA-8.2.4.2-03
1	QEAA-8.2.4.2-04
1	QEAA-8.2.5.5-01
1	QEAA-8.6.1-01
2	EAAP-ISO/IEC-mdoc-01
2	EAAP-ISO/IEC-mdoc-02
2	EAAP-ISO/IEC-mdoc-03
2	EAAP-JSON-LD W3C VC JOSE-01
2	EAAP-JSON-LD W3C VC JOSE-02
2	EAAP-JSON-LD W3C VC JOSE-03
2	EAAP-JSON-LD W3C VC JOSE-04
2	EAAP-JSON-LD W3C VC JOSE-05
2	EAAP-JSON-LD W3C VC JOSE-06
2	EAAP-JSON-LD W3C VC JOSE-07
2	EAAP-JSON-LD W3C VC JOSE-08
2	EAAP-JSON-LD W3C VC JOSE-09
2	EAAP-JSON-LD W3C VC JOSE-10
2	EAAP-JSON-LD W3C VC JOSE-11
2	EAAP-JSON-LD W3C VC JOSE-12
2	EAAP-SD-JWT VC-01
2	EAAP-SD-JWT VC-02
2	EAAP-SD-JWT VC-03
2	EAAP-SD-JWT VC-04
2	ISO/IEC 18013-GEN-01
2	ISO/IEC 18013-GEN-02
2	ISO/IEC 18013-GEN-03
2	ISO/IEC 18013-REQ-01
2	ISO/IEC 18013-REQ-02
2	ISO/IEC 18013-REQ-03
2	ISO/IEC 18013-REQ-04
2	ISO/IEC 18013-REQ-05
2	ISO/IEC 18013-REQ-06
2	ISO/IEC 18013-REQ-07
2	ISO/IEC 18013-REQ-08
2	ISO/IEC 18013-REQ-09
2	ISO/IEC 18013-REQ-10
2	ISO/IEC 18013-REQ-11
2	ISO/IEC 18013-RESP-01
2	ISO/IEC 18013-SUPPORT-01
2	ISO/IEC 18013-SUPPORT-02
2	ISO/IEC 18013-SUPPORT-03
2	OIDFVP-HAIP-ADD-API-01
2	OIDFVP-HAIP-ADD-API-02
2	OIDFVP-HAIP-ADD-API-03
2	OIDFVP-HAIP-ADD-API-04
2	OIDFVP-HAIP-ADD-API-05
2	OIDFVP-HAIP-ADD-API-06
2	OIDFVP-HAIP-API-01
2	OIDFVP-HAIP-API-02
2	OIDFVP-HAIP-API-03
2	OIDFVP-HAIP-COMMON-REQ-01
2	OIDFVP-HAIP-COMMON-REQ-RO-01
2	OIDFVP-HAIP-COMMON-REQ-RO-02
2	OIDFVP-HAIP-COMMON-REQ-RO-03
2	OIDFVP-HAIP-COMMON-REQ-RO-04
2	OIDFVP-HAIP-COMMON-REQ-RO-05
2	OIDFVP-HAIP-COMMON-REQ-RO-06
2	OIDFVP-HAIP-COMMON-REQ-RO-07
2	OIDFVP-HAIP-COMMON-REQ-RO-08
2	OIDFVP-HAIP-COMMON-REQ-RO-09
2	OIDFVP-HAIP-COMMON-REQ-RO-10
2	OIDFVP-HAIP-COMMON-REQ-RO-11
2	OIDFVP-HAIP-COMMON-REQ-RO-12
2	OIDFVP-HAIP-COMMON-REQ-RO-13
2	OIDFVP-HAIP-COMMON-REQ-RO-14
2	OIDFVP-HAIP-COMMON-REQ-RO-15
2	OIDFVP-HAIP-COMMON-REQ-RO-16
2	OIDFVP-HAIP-COMMON-REQ-RO-17
2	OIDFVP-HAIP-COMMON-REQ-RO-18
2	OIDFVP-HAIP-COMMON-REQ-RO-19
2	OIDFVP-HAIP-COMMON-REQ-RO-20
2	OIDFVP-HAIP-COMMON-REQ-RO-21
2	OIDFVP-HAIP-COMMON-REQ-RO-22
2	OIDFVP-HAIP-COMMON-REQ-RO-23
2	OIDFVP-HAIP-COMMON-RESP-01
2	OIDFVP-HAIP-GEN-01
2	OIDFVP-HAIP-GEN-02
2	OIDFVP-HAIP-GEN-03
2	OIDFVP-HAIP-JSON_LD_EAA-GEN-REQ-01
2	OIDFVP-HAIP-REDIRECTS-01
2	OIDFVP-HAIP-REDIRECTS-02
2	OIDFVP-HAIP-REDIRECTS-03
2	OIDFVP-HAIP-REDIRECTS-04
2	OIDFVP-HAIP-REDIRECTS_RO-01
2	OIDFVP-HAIP-REDIRECTS_RO-02
2	OIDFVP-HAIP-REDIRECTS_RO-03
2	OIDFVP-HAIP-SUPPORT-01
2	OIDFVP-HAIP-SUPPORT-02
2	OIDFVP-HAIP-SUPPORT-03
2	OIDFVP-HAIP-SUPPORT-04
2	OIDFVP-HAIP-SUPPORT-05
2	X509_AC_EAA-GEN-REQ-01
3	AUTH-REQ-4.4.1-01
3	AUTH-REQ-4.4.2-01
3	AUTH-REQ-4.4.2-02
3	AUTH-REQ-PROC-4.4.3-01
3	AUTH-REQ-PROC-4.4.3-02
3	AUTH-REQ-PROC-4.4.3-03
3	CRED-REQ-4.6.1.1-01
3	CRED-REQ-4.6.1.1-02
3	CRED-REQ-4.6.1.2-01
3	CRED-REQ-4.6.1.2-02
3	CRED-REQ-4.6.1.2-03
3	CRED-REQ-4.6.1.2-04
3	CRED-REQ-4.6.1.2-05
3	CRED-REQ-4.6.1.2-06
3	CRED-REQ-4.6.1.2-07
3	CRED-REQ-4.6.1.3-01
3	CRED-REQ-4.6.1.3-02
3	CRED-REQ-4.6.1.3-03
3	CRED-REQ-PROC-4.6.2.1-01
3	CRED-REQ-PROC-4.6.2.1-02
3	CRED-REQ-PROC-4.6.2.1-03
3	CRED-REQ-PROC-4.6.2.1-04
3	CRED-REQ-PROC-4.6.2.1-05
3	CRED-REQ-PROC-4.6.2.1-06
3	CRED-REQ-PROC-4.6.2.2-01
3	CRED-REQ-PROC-4.6.2.2-02
3	CRED-REQ-PROC-4.6.2.2-03
3	CRED-REQ-PROC-4.6.2.2-04
3	CRYPTO-5-01
3	GEN-REQ-4.1-01
3	GEN-REQ-4.1-02
3	GEN-REQ-4.1-03
3	GEN-REQ-4.1-04
3	GEN-REQ-4.1-05
3	GEN-REQ-4.1-06
3	ISS-CRED-OFFER-4.3-01
3	ISS-MDATA-4.2.1-01
3	ISS-MDATA-4.2.1-02
3	ISS-MDATA-4.2.1-03
3	ISS-MDATA-A.2-01
3	ISS-MDATA-ACC_CERT-4.2.2-01
3	ISS-MDATA-ACC_CERT-4.2.2-02
3	ISS-MDATA-ACC_CERT-4.2.2-03
3	ISS-MDATA-B.2-01
3	ISS-MDATA-B.2-02
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-01
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-02
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-03
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-04
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-05
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-06
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-07
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.1-08
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-01
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-02
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-03
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-04
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-05
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-06
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-07
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-08
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-09
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-10
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-11
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-12
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-13
3	ISS-MDATA-EAA-REUSE-POL-4.2.4.2-14
3	ISS-MDATA-EBD-4.2.5.2-01
3	ISS-MDATA-EBD-4.2.5.2-02
3	ISS-MDATA-EBD-4.2.5.2-03
3	ISS-MDATA-EBD-4.2.5.2-04
3	ISS-MDATA-EBD-4.2.5.2-05
3	ISS-MDATA-EBD-4.2.5.2-06
3	ISS-MDATA-EBD-4.2.5.2-07
3	ISS-MDATA-EBD-4.2.5.2-08
3	ISS-MDATA-EBD-4.2.5.2-09
3	ISS-MDATA-EBD-4.2.5.2-10
3	ISS-MDATA-EBD-4.2.5.2-11
3	ISS-MDATA-EBD-4.2.5.2-12
3	ISS-MDATA-EBD-4.2.5.2-13
3	ISS-MDATA-REG_CERT-4.2.3-01
3	ISS-MDATA-REG_CERT-4.2.3-02
3	ISS-MDATA-REG_CERT-4.2.3-03
3	ISS-MDATA-REG_CERT-4.2.3-04
3	ISS-MDATA-REG_CERT-4.2.3-05
3	ISS-MDATA-REG_CERT-4.2.3-06
3	ISS-MDATA-REG_CERT-4.2.3-07
3	ISS-MDATA-REG_CERT-4.2.3-08
3	ISS-MDATA-REG_CERT-4.2.3-09
3	ISS-MDATA-REG_CERT-4.2.3-10
3	ISS-MDATA-REG_CERT-4.2.3-11
3	ISS-MDATA-REG_CERT-4.2.3-12
3	ISS-MDATA-REG_CERT-4.2.3-13
3	ISS-MDATA-X509-AC EAA-A-01
3	ISS-MDATA-X509-AC EAA-A-02
3	NOT-REQ-4.7-01
3	SEC-6-01
3	SEC-6-02
3	TOKEN-REQ-4.5.1-01
3	TOKEN-REQ-4.5.1-02
3	TOKEN-REQ-PROC-4.5.2-01
3	TOKEN-REQ-PROC-4.5.2-02
3	TOKEN-REQ-PROC-4.5.2-03
3	TOKEN-REQ-PROC-4.5.2-04
