# SPDX-FileCopyrightText: Copyright © 2026 ReallyMe LLC. All rights reserved
# SPDX-License-Identifier: MIT OR Apache-2.0
# source	requirement_id	source_edition	applicability	disposition	eu_profile_status	owner_repository	code_path	code_symbol	test_path	test_symbol	external_evidence	justification
ETSI-TS-119-472-1	EAA-4.2.10-05	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.11.1-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.11.1-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.11.1-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.11.1-04	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.11.1-05	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.12-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.12-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.12-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.12-04	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.13-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.13-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.2-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.2-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.3-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_invalid_optional_attestation_identifier_when_present	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.3-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	optional_common_identifier_and_issuance_time_may_be_absent	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.3-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_invalid_optional_attestation_identifier_when_present	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_malformed_optional_issuer_identifier	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	optional_common_identifier_and_issuance_time_may_be_absent	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_malformed_optional_issuer_identifier	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-04	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_malformed_issuer_country_code	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-05	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_malformed_issuer_country_code	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-06	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-07	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-08	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-09	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.4.1-10	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.5-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	validates_optional_issuance_on_behalf_values_when_present	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.5-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	validates_optional_issuance_on_behalf_values_when_present	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.5-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_malformed_optional_issuance_on_behalf_value	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.5-04	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	validates_optional_issuance_on_behalf_values_when_present	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.5-05	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	validates_optional_issuance_on_behalf_values_when_present	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.5-06	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_malformed_optional_issuance_on_behalf_value	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.2-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.2-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.3-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.3-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.4-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.4-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.5-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.5-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.5-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.5-04	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.6-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.6.6-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_duplicate_context_uris	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.7.1-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_issuance_after_technical_validity_starts	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.7.1-02	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	optional_common_identifier_and_issuance_time_may_be_absent	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.7.1-03	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_issuance_after_technical_validity_starts	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
ETSI-TS-119-472-1	EAA-4.2.7.2-01	V1.2.1-2026-02	eaa_or_pid:all_formats	code_and_composed_evidence	incorporated_subject_to_eu_adaptations	ssi	crates/eudi/etsi-eaa-conformance/src/validate.rs	validate_attestation	crates/eudi/etsi-eaa-conformance/tests/conformance_tests/status_common.rs	rejects_issuance_after_technical_validity_starts	credential_parser;signature_verifier;trust_path;status_resolver	policy_gate_consumes_verified_protocol_neutral_facts
